TimeEntryID,MatterID,AttorneyID,WorkDate,HoursWorked,BillingRate,BillableAmount,Description
TE02540,M0111,A007,2026-06-06,2,675,1350,Reviewed billing and budget status
TE02541,M0109,A004,2025-03-15,4,725,2900,Reviewed case documents and prepared analysis
TE02542,M0094,A013,2026-04-15,3,700,2100,Drafted correspondence and legal memorandum
TE02543,M0025,A025,2025-01-20,1,750,750,Reviewed billing and budget status
TE02544,M0085,A035,2026-01-17,2,625,1250,Reviewed case documents and prepared analysis
TE02545,M0113,A023,2026-06-05,1.5,575,862.5,Reviewed billing and budget status
TE02546,M0092,A030,2024-06-23,6.5,475,3087.5,Analyzed regulatory and compliance requirements
TE02547,M0104,A006,2025-11-03,2,375,750,Reviewed case documents and prepared analysis
TE02548,M0147,A016,2023-06-12,1,650,650,Prepared for witness interview
TE02549,M0104,A021,2026-05-22,8,375,3000,Prepared for witness interview
TE02550,M0035,A019,2026-01-26,6,725,4350,Reviewed case documents and prepared analysis
TE02551,M0150,A032,2025-09-26,3,550,1650,Analyzed regulatory and compliance requirements
TE02552,M0001,A015,2025-09-23,4,475,1900,Coordinated matter planning with client team
TE02553,M0069,A023,2026-01-25,3,575,1725,Prepared for witness interview
TE02554,M0042,A032,2025-12-25,4.5,550,2475,Performed legal research
TE02555,M0038,A037,2023-08-26,6.5,675,4387.5,Prepared for witness interview
TE02556,M0071,A015,2026-04-17,5,475,2375,Performed legal research
TE02557,M0046,A011,2026-07-06,1,525,525,Reviewed case documents and prepared analysis
TE02558,M0128,A032,2025-01-09,7,550,3850,Reviewed discovery materials
TE02559,M0148,A020,2024-11-20,4,625,2500,Reviewed billing and budget status
TE02560,M0033,A019,2024-10-03,2,725,1450,Conducted client strategy conference
TE02561,M0101,A019,2026-01-17,4.5,725,3262.5,Drafted correspondence and legal memorandum
TE02562,M0007,A015,2025-04-04,7.5,475,3562.5,Reviewed billing and budget status
TE02563,M0027,A026,2024-02-23,4.5,525,2362.5,Performed legal research
TE02564,M0031,A034,2025-05-31,3.5,725,2537.5,Drafted correspondence and legal memorandum
TE02565,M0075,A001,2023-08-10,2,650,1300,Prepared matter status update
TE02566,M0061,A008,2023-11-14,2,575,1150,Performed legal research
TE02567,M0147,A015,2023-04-06,0.5,475,237.5,Analyzed regulatory and compliance requirements
TE02568,M0078,A035,2024-04-01,4,625,2500,Reviewed billing and budget status
TE02569,M0119,A030,2024-01-27,3,475,1425,Prepared for witness interview
TE02570,M0138,A028,2023-12-26,3,700,2100,Coordinated matter planning with client team
TE02571,M0038,A011,2023-06-01,1.5,525,787.5,Conducted client strategy conference
TE02572,M0146,A019,2026-07-30,3.5,725,2537.5,Prepared matter status update
TE02573,M0094,A036,2026-03-13,0.5,375,187.5,Reviewed discovery materials
TE02574,M0106,A018,2026-03-12,5,425,2125,Reviewed case documents and prepared analysis
TE02575,M0098,A035,2023-12-16,3.5,625,2187.5,Conducted client strategy conference
TE02576,M0005,A031,2024-09-02,3.5,650,2275,Prepared for witness interview
TE02577,M0086,A013,2026-02-27,4,700,2800,Coordinated matter planning with client team
TE02578,M0112,A031,2025-06-26,6.5,650,4225,Prepared matter status update
TE02579,M0052,A036,2025-07-22,1,375,375,Coordinated matter planning with client team
TE02580,M0073,A019,2025-03-03,1,725,725,Analyzed regulatory and compliance requirements
TE02581,M0133,A030,2024-02-11,4.5,475,2137.5,Prepared for witness interview
TE02582,M0137,A028,2024-04-26,1,700,700,Analyzed regulatory and compliance requirements
TE02583,M0019,A023,2025-11-29,7,575,4025,Coordinated matter planning with client team
TE02584,M0128,A010,2024-04-02,2.5,750,1875,Drafted correspondence and legal memorandum
TE02585,M0017,A035,2025-06-28,7,625,4375,Analyzed regulatory and compliance requirements
TE02586,M0150,A015,2026-01-09,6.5,475,3087.5,Prepared for witness interview
TE02587,M0144,A009,2026-01-01,0.5,450,225,Reviewed discovery materials
TE02588,M0127,A034,2023-12-18,5,725,3625,Coordinated matter planning with client team
TE02589,M0071,A026,2026-03-30,2.5,525,1312.5,Prepared for witness interview
TE02590,M0133,A009,2025-01-31,1.5,450,675,Prepared matter status update
TE02591,M0031,A027,2025-10-04,2,400,800,Reviewed case documents and prepared analysis
TE02592,M0101,A032,2025-05-21,5,550,2750,Drafted correspondence and legal memorandum
TE02593,M0055,A032,2025-11-24,4.5,550,2475,Reviewed case documents and prepared analysis
TE02594,M0071,A031,2026-03-28,4,650,2600,Reviewed case documents and prepared analysis
TE02595,M0005,A032,2026-02-05,7,550,3850,Conducted client strategy conference
TE02596,M0029,A035,2025-02-21,2,625,1250,Reviewed billing and budget status
TE02597,M0133,A019,2024-01-04,7,725,5075,Coordinated matter planning with client team
TE02598,M0104,A007,2026-07-12,2,675,1350,Coordinated matter planning with client team
TE02599,M0111,A031,2026-05-10,3,650,1950,Drafted correspondence and legal memorandum
TE02600,M0147,A034,2023-05-10,6.5,725,4712.5,Prepared for witness interview
TE02601,M0005,A014,2026-02-23,0.5,600,300,Analyzed regulatory and compliance requirements
TE02602,M0090,A009,2025-10-01,6.5,450,2925,Performed legal research
TE02603,M0146,A017,2024-11-24,1,550,550,Analyzed regulatory and compliance requirements
TE02604,M0038,A013,2023-08-28,8,700,5600,Analyzed regulatory and compliance requirements
TE02605,M0143,A006,2026-03-31,4.5,375,1687.5,Performed legal research
TE02606,M0056,A024,2025-11-27,6,450,2700,Prepared for witness interview
TE02607,M0063,A035,2026-05-31,3,625,1875,Drafted correspondence and legal memorandum
TE02608,M0122,A005,2024-04-05,3.5,625,2187.5,Drafted correspondence and legal memorandum
TE02609,M0071,A009,2025-09-02,4,450,1800,Drafted correspondence and legal memorandum
TE02610,M0130,A020,2024-11-03,5,625,3125,Conducted client strategy conference
TE02611,M0041,A007,2025-10-02,2,675,1350,Conducted client strategy conference
TE02612,M0022,A027,2024-08-16,7,400,2800,Reviewed case documents and prepared analysis
TE02613,M0149,A003,2024-06-28,1.5,425,637.5,Analyzed regulatory and compliance requirements
TE02614,M0143,A003,2025-11-02,2.5,425,1062.5,Prepared matter status update
TE02615,M0090,A032,2023-07-11,8,550,4400,Conducted client strategy conference
TE02616,M0015,A021,2026-03-24,5.5,375,2062.5,Drafted correspondence and legal memorandum
TE02617,M0005,A021,2024-09-07,2.5,375,937.5,Reviewed billing and budget status
TE02618,M0127,A005,2023-07-26,3,625,1875,Conducted client strategy conference
TE02619,M0001,A020,2024-12-25,5,625,3125,Analyzed regulatory and compliance requirements
TE02620,M0038,A010,2023-09-01,5.5,750,4125,Analyzed regulatory and compliance requirements
TE02621,M0068,A027,2023-10-19,4,400,1600,Performed legal research
TE02622,M0140,A009,2025-09-10,8,450,3600,Coordinated matter planning with client team
TE02623,M0067,A010,2023-03-01,0.5,750,375,Prepared for witness interview
TE02624,M0001,A003,2026-03-18,2.5,425,1062.5,Reviewed discovery materials
TE02625,M0026,A032,2025-05-15,3.5,550,1925,Coordinated matter planning with client team
TE02626,M0098,A008,2023-11-18,7.5,575,4312.5,Prepared for witness interview
TE02627,M0015,A013,2025-11-11,4.5,700,3150,Analyzed regulatory and compliance requirements
TE02628,M0019,A033,2026-03-27,1.5,425,637.5,Conducted client strategy conference
TE02629,M0114,A024,2025-01-21,2,450,900,Prepared matter status update
TE02630,M0007,A021,2025-09-18,3,375,1125,Reviewed billing and budget status
TE02631,M0131,A024,2025-11-10,3,450,1350,Conducted client strategy conference
TE02632,M0149,A013,2023-11-26,2.5,700,1750,Reviewed billing and budget status
TE02633,M0078,A010,2024-01-25,2,750,1500,Reviewed discovery materials
TE02634,M0020,A019,2026-03-21,1,725,725,Reviewed discovery materials
TE02635,M0010,A028,2024-07-06,8,700,5600,Reviewed discovery materials
TE02636,M0095,A002,2023-10-31,5.5,550,3025,Prepared matter status update
TE02637,M0028,A023,2025-06-19,5.5,575,3162.5,Reviewed case documents and prepared analysis
TE02638,M0149,A021,2024-11-12,5.5,375,2062.5,Reviewed case documents and prepared analysis
TE02639,M0117,A007,2023-04-22,3,675,2025,Reviewed discovery materials
TE02640,M0011,A033,2025-01-23,2,425,850,Conducted client strategy conference
TE02641,M0145,A007,2026-07-30,2.5,675,1687.5,Reviewed discovery materials
TE02642,M0106,A019,2026-04-09,1,725,725,Prepared matter status update
TE02643,M0007,A031,2025-05-07,1.5,650,975,Drafted correspondence and legal memorandum
TE02644,M0046,A013,2025-02-11,8,700,5600,Prepared matter status update
TE02645,M0138,A030,2023-10-10,1.5,475,712.5,Conducted client strategy conference
TE02646,M0102,A026,2025-11-18,7.5,525,3937.5,Conducted client strategy conference
TE02647,M0103,A037,2023-06-17,6,675,4050,Drafted correspondence and legal memorandum
TE02648,M0125,A024,2025-01-16,6.5,450,2925,Reviewed discovery materials
TE02649,M0048,A009,2026-02-20,7.5,450,3375,Reviewed discovery materials
TE02650,M0102,A014,2026-05-20,1,600,600,Reviewed billing and budget status
TE02651,M0116,A002,2025-12-20,2.5,550,1375,Reviewed case documents and prepared analysis
TE02652,M0065,A036,2025-11-10,1,375,375,Conducted client strategy conference
TE02653,M0113,A014,2026-04-24,6,600,3600,Prepared for witness interview
TE02654,M0104,A037,2025-09-28,0.5,675,337.5,Coordinated matter planning with client team
TE02655,M0109,A029,2025-09-15,4,600,2400,Analyzed regulatory and compliance requirements
TE02656,M0101,A017,2026-06-15,2,550,1100,Conducted client strategy conference
TE02657,M0125,A021,2026-06-10,3,375,1125,Conducted client strategy conference
TE02658,M0028,A030,2025-08-11,2,475,950,Prepared matter status update
TE02659,M0115,A003,2026-05-18,6.5,425,2762.5,Reviewed billing and budget status
TE02660,M0106,A009,2025-09-19,0.5,450,225,Performed legal research
TE02661,M0141,A019,2026-06-01,3,725,2175,Reviewed case documents and prepared analysis
TE02662,M0096,A014,2026-04-08,0.5,600,300,Conducted client strategy conference
TE02663,M0055,A037,2025-09-07,2,675,1350,Reviewed case documents and prepared analysis
TE02664,M0117,A030,2023-09-22,1.5,475,712.5,Performed legal research
TE02665,M0029,A015,2025-04-23,0.5,475,237.5,Prepared for witness interview
TE02666,M0132,A007,2026-06-19,1.5,675,1012.5,Drafted correspondence and legal memorandum
TE02667,M0141,A006,2026-06-23,1.5,375,562.5,Performed legal research
TE02668,M0038,A032,2023-11-24,2,550,1100,Analyzed regulatory and compliance requirements
TE02669,M0103,A031,2026-06-13,8,650,5200,Performed legal research
TE02670,M0059,A005,2023-08-06,6.5,625,4062.5,Prepared matter status update
TE02671,M0130,A010,2025-11-18,6,750,4500,Prepared for witness interview
TE02672,M0068,A013,2023-12-13,0.5,700,350,Reviewed case documents and prepared analysis
TE02673,M0116,A031,2024-11-15,1.5,650,975,Performed legal research
TE02674,M0145,A025,2025-10-19,6.5,750,4875,Performed legal research
TE02675,M0037,A015,2026-03-10,4,475,1900,Reviewed discovery materials
TE02676,M0012,A006,2026-07-21,0.5,375,187.5,Coordinated matter planning with client team
TE02677,M0095,A035,2025-05-10,6,625,3750,Analyzed regulatory and compliance requirements
TE02678,M0077,A027,2023-10-23,1,400,400,Reviewed case documents and prepared analysis
TE02679,M0140,A001,2025-05-03,4,650,2600,Prepared matter status update
TE02680,M0108,A014,2025-03-13,3,600,1800,Conducted client strategy conference
TE02681,M0046,A034,2026-06-26,2,725,1450,Conducted client strategy conference
TE02682,M0109,A022,2025-03-24,6,675,4050,Performed legal research
TE02683,M0077,A015,2023-12-05,0.5,475,237.5,Analyzed regulatory and compliance requirements
TE02684,M0020,A024,2026-04-22,3,450,1350,Coordinated matter planning with client team
TE02685,M0048,A022,2026-03-01,2.5,675,1687.5,Conducted client strategy conference
TE02686,M0040,A004,2025-11-04,8,725,5800,Drafted correspondence and legal memorandum
TE02687,M0063,A024,2025-04-29,7.5,450,3375,Drafted correspondence and legal memorandum
TE02688,M0139,A007,2023-06-19,3.5,675,2362.5,Reviewed discovery materials
TE02689,M0141,A024,2026-07-13,0.5,450,225,Coordinated matter planning with client team
TE02690,M0085,A009,2026-05-26,7,450,3150,Prepared matter status update
TE02691,M0018,A001,2026-06-03,8,650,5200,Analyzed regulatory and compliance requirements
TE02692,M0029,A011,2025-02-16,0.5,525,262.5,Reviewed discovery materials
TE02693,M0107,A009,2025-07-10,6.5,450,2925,Conducted client strategy conference
TE02694,M0032,A001,2025-10-18,3.5,650,2275,Reviewed discovery materials
TE02695,M0143,A014,2025-08-09,8,600,4800,Prepared for witness interview
TE02696,M0127,A030,2023-07-31,4,475,1900,Analyzed regulatory and compliance requirements
TE02697,M0060,A024,2025-03-31,0.5,450,225,Conducted client strategy conference
TE02698,M0134,A028,2026-03-06,1.5,700,1050,Analyzed regulatory and compliance requirements
TE02699,M0036,A009,2025-10-21,3,450,1350,Performed legal research
TE02700,M0062,A024,2024-01-24,6,450,2700,Drafted correspondence and legal memorandum
TE02701,M0033,A032,2026-04-02,1.5,550,825,Analyzed regulatory and compliance requirements
TE02702,M0048,A002,2026-05-02,7,550,3850,Coordinated matter planning with client team
TE02703,M0107,A003,2025-04-24,4.5,425,1912.5,Prepared for witness interview
TE02704,M0059,A005,2023-10-27,7,625,4375,Prepared matter status update
TE02705,M0138,A015,2024-01-05,4.5,475,2137.5,Prepared for witness interview
TE02706,M0043,A037,2024-04-23,1.5,675,1012.5,Reviewed discovery materials
TE02707,M0090,A022,2024-12-01,7,675,4725,Reviewed billing and budget status
TE02708,M0148,A035,2024-12-06,4,625,2500,Prepared for witness interview
TE02709,M0052,A019,2025-02-27,4.5,725,3262.5,Prepared for witness interview
TE02710,M0003,A028,2025-06-12,3,700,2100,Coordinated matter planning with client team
TE02711,M0105,A026,2025-02-23,3,525,1575,Prepared matter status update
TE02712,M0112,A036,2026-05-10,4.5,375,1687.5,Prepared for witness interview
TE02713,M0139,A026,2023-11-30,7.5,525,3937.5,Reviewed case documents and prepared analysis
TE02714,M0139,A022,2024-02-01,4,675,2700,Prepared matter status update
TE02715,M0024,A010,2024-07-20,1,750,750,Prepared for witness interview
TE02716,M0022,A037,2026-05-11,2,675,1350,Drafted correspondence and legal memorandum
TE02717,M0081,A018,2026-05-05,1,425,425,Reviewed case documents and prepared analysis
TE02718,M0086,A033,2025-11-27,4.5,425,1912.5,Reviewed case documents and prepared analysis
TE02719,M0007,A032,2025-04-10,7.5,550,4125,Reviewed discovery materials
TE02720,M0032,A026,2026-06-21,4.5,525,2362.5,Prepared for witness interview
TE02721,M0049,A018,2023-08-30,0.5,425,212.5,Coordinated matter planning with client team
TE02722,M0075,A029,2025-06-14,5,600,3000,Coordinated matter planning with client team
TE02723,M0077,A020,2023-11-11,5.5,625,3437.5,Reviewed billing and budget status
TE02724,M0024,A036,2026-07-15,8,375,3000,Prepared matter status update
TE02725,M0124,A009,2026-04-27,3.5,450,1575,Conducted client strategy conference
TE02726,M0017,A021,2025-07-02,6,375,2250,Prepared for witness interview
TE02727,M0117,A014,2023-10-22,6,600,3600,Reviewed discovery materials
TE02728,M0042,A032,2026-01-28,4.5,550,2475,Conducted client strategy conference
TE02729,M0003,A017,2024-05-13,1.5,550,825,Analyzed regulatory and compliance requirements
TE02730,M0007,A001,2025-09-18,5,650,3250,Coordinated matter planning with client team
TE02731,M0023,A008,2026-02-15,7,575,4025,Reviewed case documents and prepared analysis
TE02732,M0129,A016,2023-03-19,1,650,650,Coordinated matter planning with client team
TE02733,M0068,A009,2024-04-13,3.5,450,1575,Conducted client strategy conference
TE02734,M0010,A026,2024-07-10,6.5,525,3412.5,Analyzed regulatory and compliance requirements
TE02735,M0007,A015,2025-03-15,5,475,2375,Performed legal research
TE02736,M0077,A037,2023-11-10,6.5,675,4387.5,Analyzed regulatory and compliance requirements
TE02737,M0046,A036,2025-10-22,4,375,1500,Reviewed billing and budget status
TE02738,M0003,A025,2023-11-12,2.5,750,1875,Performed legal research
TE02739,M0145,A024,2026-01-01,0.5,450,225,Prepared for witness interview
TE02740,M0038,A024,2023-09-09,7.5,450,3375,Drafted correspondence and legal memorandum
TE02741,M0023,A026,2024-08-03,5,525,2625,Drafted correspondence and legal memorandum
TE02742,M0068,A010,2023-12-20,2,750,1500,Prepared for witness interview
TE02743,M0101,A025,2026-04-24,2.5,750,1875,Performed legal research
TE02744,M0067,A014,2023-05-25,0.5,600,300,Reviewed case documents and prepared analysis
TE02745,M0015,A011,2026-04-15,5.5,525,2887.5,Drafted correspondence and legal memorandum
TE02746,M0068,A026,2024-05-02,5.5,525,2887.5,Coordinated matter planning with client team
TE02747,M0041,A036,2026-02-03,7,375,2625,Prepared matter status update
TE02748,M0018,A031,2026-06-30,7.5,650,4875,Drafted correspondence and legal memorandum
TE02749,M0018,A036,2026-01-13,8,375,3000,Performed legal research
TE02750,M0032,A018,2025-09-08,2.5,425,1062.5,Conducted client strategy conference
TE02751,M0046,A033,2026-07-31,8,425,3400,Reviewed billing and budget status
TE02752,M0082,A016,2026-06-26,4.5,650,2925,Conducted client strategy conference
TE02753,M0068,A016,2024-01-25,7.5,650,4875,Prepared matter status update
